company_id,ticker,company_name,sector,industry,description,market_cap_b,revenue_b,beta,pe_ratio,supply_chain_sensitivity,investment_usd
179,ODI,Scale Net Inc.,Financials,Diversified Financials,Scale Net provides financial data and analytics to institutions,14.59,14.1,1.15,14.8,LOW,1000000
180,LNL,Delta Power Inc.,Financials,Payment Processing,Delta Power operates a digital-first neobank and payments platform,39.87,0.1,0.7,14.7,LOW,1000000
181,PBI,Eagle Point Inc.,Financials,Banks,Eagle Point operates a diversified retail and commercial banking network,313.73,73.96,1.52,12.7,HIGH,1000000
182,EDQS,Pivot Labs Inc.,Financials,Insurance,Pivot Labs provides property and casualty insurance products,238.49,0.1,1.25,12.8,LOW,1000000
183,QJE,Smart Logic Inc.,Financials,Asset Management,Smart Logic manages institutional and retail investment funds,61.71,29.11,0.73,11.8,HIGH,1000000
184,MSLJ,Liberty Flow Inc.,Financials,Diversified Financials,Liberty Flow processes electronic payments and card transactions,152.29,119.48,0.94,13.6,LOW,1000000
185,VKT,Beacon Flow Inc.,Financials,Payment Processing,Beacon Flow provides investment banking and capital markets services,218.37,39.13,1.08,14.8,LOW,1000000
186,GBL,Solid Equities Inc.,Financials,Banks,Solid Equities operates a consumer credit and personal loan platform,302.44,147.32,1.06,6.1,MEDIUM,1000000
187,PUVG,Hawk Services Inc.,Financials,Insurance,Hawk Services provides mortgage origination and servicing,35.91,87.98,0.85,12.4,LOW,1000000
188,QLM,Nova Works Inc.,Financials,Asset Management,Nova Works manages private equity and alternative investments,0.5,13.18,0.93,9.9,LOW,1000000
189,JTMW,Modern Tower Inc.,Financials,Diversified Financials,Modern Tower provides financial data and analytics to institutions,192.66,0.1,0.95,6.0,LOW,1000000
190,KGI,Edge Wave Inc.,Financials,Payment Processing,Edge Wave operates a digital-first neobank and payments platform,0.5,4.12,0.87,14.2,MEDIUM,1000000
191,RPWE,Summit Solutions Inc.,Financials,Banks,Summit Solutions operates a diversified retail and commercial banking network,126.81,130.37,0.98,10.5,LOW,1000000
192,FET,Zero Sphere Inc.,Financials,Insurance,Zero Sphere provides property and casualty insurance products,0.5,4.37,0.9,13.4,LOW,1000000
193,UJNJ,Main Labs Inc.,Financials,Asset Management,Main Labs manages institutional and retail investment funds,335.64,106.92,0.82,12.6,LOW,1000000
194,XJKO,Laser Source Inc.,Financials,Diversified Financials,Laser Source processes electronic payments and card transactions,204.8,0.1,1.14,15.5,LOW,1000000
195,FFO,Lumen Optima Inc.,Financials,Payment Processing,Lumen Optima provides investment banking and capital markets services,0.5,97.36,0.59,10.0,LOW,1000000
196,LTJD,Solid Optima Inc.,Financials,Banks,Solid Optima operates a consumer credit and personal loan platform,360.74,17.37,1.22,20.7,LOW,1000000
197,YRT,Pioneer Data Inc.,Financials,Insurance,Pioneer Data provides mortgage origination and servicing,55.68,18.47,1.13,10.6,LOW,1000000
198,BQYX,Vertex Optima Inc.,Financials,Asset Management,Vertex Optima manages private equity and alternative investments,41.29,29.86,1.3,13.5,LOW,1000000
199,AVRU,Ideal Corp Inc.,Financials,Diversified Financials,Ideal Corp provides financial data and analytics to institutions,69.46,94.42,1.26,10.6,MEDIUM,1000000
200,GKJK,Star Flow Inc.,Financials,Payment Processing,Star Flow operates a digital-first neobank and payments platform,0.5,0.1,1.19,12.8,LOW,1000000
201,CJO,Delta Secure Inc.,Financials,Banks,Delta Secure operates a diversified retail and commercial banking network,0.5,25.05,1.17,13.1,LOW,1000000
202,XXF,West Trust Inc.,Financials,Insurance,West Trust provides property and casualty insurance products,221.95,0.1,0.9,11.7,MEDIUM,1000000
203,EWA,Jade Reach Inc.,Financials,Asset Management,Jade Reach manages institutional and retail investment funds,178.89,0.1,1.28,18.8,MEDIUM,1000000
204,OWR,Solid Hub Inc.,Financials,Diversified Financials,Solid Hub processes electronic payments and card transactions,106.19,0.1,0.81,17.4,MEDIUM,1000000
205,BLVI,True World Inc.,Financials,Payment Processing,True World provides investment banking and capital markets services,0.5,87.89,0.62,7.0,LOW,1000000
206,MJYL,Vital Reach Inc.,Financials,Banks,Vital Reach operates a consumer credit and personal loan platform,0.5,0.1,1.0,11.6,LOW,1000000
207,GJU,High Source Inc.,Financials,Insurance,High Source provides mortgage origination and servicing,301.01,90.08,0.9,15.4,LOW,1000000
208,CCLO,Safe Matrix Inc.,Financials,Asset Management,Safe Matrix manages private equity and alternative investments,0.5,2.48,1.12,14.0,LOW,1000000
209,AKUS,Spark Ventures Inc.,Financials,Diversified Financials,Spark Ventures provides financial data and analytics to institutions,0.5,14.95,1.2,12.9,MEDIUM,1000000
210,HMBL,Pivot Health Inc.,Financials,Payment Processing,Pivot Health operates a digital-first neobank and payments platform,59.04,62.62,0.97,13.2,LOW,1000000
211,LDA,Peak Hub Inc.,Consumer Discretionary,Retail,Peak Hub operates a global e-commerce marketplace and fulfilment network,104.81,0.1,1.41,16.5,HIGH,1000000
212,IZZH,West Secure Inc.,Consumer Discretionary,Automotive,West Secure designs and manufactures electric passenger vehicles,39.62,78.21,0.86,29.0,MEDIUM,1000000
213,JYFZ,Insight Shield Inc.,Consumer Discretionary,Hospitality & Travel,Insight Shield operates a chain of luxury department stores,0.85,0.1,1.26,24.7,HIGH,1000000
214,VBWU,Vision Optima Inc.,Consumer Discretionary,Media & Entertainment,Vision Optima provides on-demand video streaming entertainment,34.03,54.71,1.41,37.1,HIGH,1000000
215,BZMK,Royal Wave Inc.,Consumer Discretionary,E-Commerce,Royal Wave franchises and operates quick-service restaurant brands,0.5,0.1,1.65,17.7,HIGH,1000000
216,CGR,Hyper Select Inc.,Consumer Discretionary,Retail,Hyper Select manufactures premium athletic footwear and apparel,0.5,0.1,0.96,16.3,LOW,1000000
217,ZLAG,Safe Source Inc.,Consumer Discretionary,Automotive,Safe Source operates hotel and resort properties worldwide,0.5,0.1,0.86,25.8,HIGH,1000000
218,IAC,Pivot Vision Inc.,Consumer Discretionary,Hospitality & Travel,Pivot Vision provides online travel booking and accommodation services,86.48,7.92,1.39,26.3,HIGH,1000000
219,UNJC,Wise Signal Inc.,Consumer Discretionary,Media & Entertainment,Wise Signal designs and retails consumer furniture and home goods,186.35,46.19,1.14,29.5,HIGH,1000000
220,QREZ,Lumen Path Inc.,Consumer Discretionary,E-Commerce,Lumen Path operates a subscription-based fitness equipment platform,0.5,0.1,1.33,35.4,HIGH,1000000
221,QERK,Zenith Sciences Inc.,Consumer Discretionary,Retail,Zenith Sciences operates a global e-commerce marketplace and fulfilment network,26.47,22.43,1.49,17.7,HIGH,1000000
222,TVBC,Smart Energy Inc.,Consumer Discretionary,Automotive,Smart Energy designs and manufactures electric passenger vehicles,147.45,78.7,1.12,34.9,HIGH,1000000
223,PPPJ,Quest Sciences Inc.,Consumer Discretionary,Hospitality & Travel,Quest Sciences operates a chain of luxury department stores,105.05,0.1,1.46,46.5,MEDIUM,1000000
224,IGD,Optimal Signal Inc.,Consumer Discretionary,Media & Entertainment,Optimal Signal provides on-demand video streaming entertainment,0.5,0.1,1.44,38.8,HIGH,1000000
225,QSQZ,Spark Edge Inc.,Consumer Discretionary,E-Commerce,Spark Edge franchises and operates quick-service restaurant brands,0.5,80.37,1.09,28.5,HIGH,1000000
226,YMFJ,Spark Partners Inc.,Consumer Discretionary,Retail,Spark Partners manufactures premium athletic footwear and apparel,0.5,24.91,1.07,16.2,HIGH,1000000
227,CAT,Milestone Capital Inc.,Consumer Discretionary,Automotive,Milestone Capital operates hotel and resort properties worldwide,89.35,77.77,1.19,45.2,MEDIUM,1000000
228,OCCU,Open Point Inc.,Consumer Discretionary,Hospitality & Travel,Open Point provides online travel booking and accommodation services,10.65,0.1,1.29,24.3,LOW,1000000
229,TQG,Bright Net Inc.,Consumer Discretionary,Media & Entertainment,Bright Net designs and retails consumer furniture and home goods,206.06,82.44,1.2,55.8,HIGH,1000000
230,FTR,Wide Sciences Inc.,Consumer Discretionary,E-Commerce,Wide Sciences operates a subscription-based fitness equipment platform,78.62,51.33,1.13,21.8,HIGH,1000000
231,ONP,Hyper Holdings Inc.,Consumer Discretionary,Retail,Hyper Holdings operates a global e-commerce marketplace and fulfilment network,0.5,0.1,1.5,26.5,MEDIUM,1000000
232,DTK,Delta Global Inc.,Consumer Discretionary,Automotive,Delta Global designs and manufactures electric passenger vehicles,85.51,0.1,1.35,22.6,MEDIUM,1000000
233,TRM,Steel Secure Inc.,Consumer Discretionary,Hospitality & Travel,Steel Secure operates a chain of luxury department stores,0.5,45.26,1.21,42.4,LOW,1000000
234,KTS,Optimal Networks Inc.,Consumer Discretionary,Media & Entertainment,Optimal Networks provides on-demand video streaming entertainment,207.48,21.61,1.5,24.2,MEDIUM,1000000
235,QSWU,Peak Equities Inc.,Consumer Discretionary,E-Commerce,Peak Equities franchises and operates quick-service restaurant brands,0.5,21.76,1.8,22.8,HIGH,1000000
236,OMI,Vital Sphere Inc.,Consumer Discretionary,Retail,Vital Sphere manufactures premium athletic footwear and apparel,58.45,0.1,1.38,29.9,HIGH,1000000
237,LAY,Iron Signal Inc.,Consumer Discretionary,Automotive,Iron Signal operates hotel and resort properties worldwide,0.5,135.79,1.77,12.4,LOW,1000000
238,RGJ,Vector Edge Inc.,Consumer Discretionary,Hospitality & Travel,Vector Edge provides online travel booking and accommodation services,9.78,0.1,1.65,34.3,HIGH,1000000
239,SAM,Golden Reach Inc.,Consumer Discretionary,Media & Entertainment,Golden Reach designs and retails consumer furniture and home goods,188.97,25.4,1.32,48.9,MEDIUM,1000000
240,SMFC,First Corp Inc.,Consumer Discretionary,E-Commerce,First Corp operates a subscription-based fitness equipment platform,147.22,98.47,1.01,54.6,MEDIUM,1000000
241,QRB,Star Analytics Inc.,Consumer Discretionary,Retail,Star Analytics operates a global e-commerce marketplace and fulfilment network,0.5,53.42,1.11,22.6,MEDIUM,1000000
242,QLFX,Green Sphere Inc.,Consumer Discretionary,Automotive,Green Sphere designs and manufactures electric passenger vehicles,0.5,71.06,1.6,43.8,MEDIUM,1000000
243,HCO,Swift Solutions Inc.,Consumer Discretionary,Hospitality & Travel,Swift Solutions operates a chain of luxury department stores,0.5,0.1,0.84,12.8,MEDIUM,1000000
244,FPEK,United Care Inc.,Consumer Discretionary,Media & Entertainment,United Care provides on-demand video streaming entertainment,41.61,79.12,1.36,5.0,HIGH,1000000
245,NZZ,New Data Inc.,Consumer Discretionary,E-Commerce,New Data franchises and operates quick-service restaurant brands,0.5,55.98,0.82,45.5,HIGH,1000000
246,YUAB,Main Equities Inc.,Consumer Discretionary,Retail,Main Equities manufactures premium athletic footwear and apparel,64.05,0.1,1.35,29.2,MEDIUM,1000000
247,LKQN,High Global Inc.,Consumer Discretionary,Automotive,High Global operates hotel and resort properties worldwide,272.9,0.1,1.36,30.8,HIGH,1000000
248,KQVR,Eagle Health Inc.,Consumer Discretionary,Hospitality & Travel,Eagle Health provides online travel booking and accommodation services,54.68,2.97,1.1,6.5,HIGH,1000000
249,DPBR,Vertex Source Inc.,Consumer Discretionary,Media & Entertainment,Vertex Source designs and retails consumer furniture and home goods,44.83,26.88,1.27,30.0,HIGH,1000000
250,NUSE,Golden Source Inc.,Consumer Discretionary,E-Commerce,Golden Source operates a subscription-based fitness equipment platform,164.88,0.1,1.3,17.1,HIGH,1000000
251,HBSO,Echo Optima Inc.,Consumer Discretionary,Retail,Echo Optima operates a global e-commerce marketplace and fulfilment network,0.5,20.19,0.98,31.7,HIGH,1000000
252,UXRC,Zenith Partners Inc.,Consumer Discretionary,Automotive,Zenith Partners designs and manufactures electric passenger vehicles,65.59,21.42,1.84,28.4,HIGH,1000000
253,EYA,Wind Source Inc.,Consumer Discretionary,Hospitality & Travel,Wind Source operates a chain of luxury department stores,37.43,153.49,1.13,19.7,HIGH,1000000
254,ODR,Crown Energy Inc.,Consumer Discretionary,Media & Entertainment,Crown Energy provides on-demand video streaming entertainment,132.04,37.29,1.31,44.6,LOW,1000000
255,UICL,Optimal Enterprises Inc.,Consumer Discretionary,E-Commerce,Optimal Enterprises franchises and operates quick-service restaurant brands,30.12,0.1,1.11,51.7,HIGH,1000000
256,ZUTO,Lumen Dynamics Inc.,Consumer Discretionary,Retail,Lumen Dynamics manufactures premium athletic footwear and apparel,44.83,75.02,1.56,28.6,MEDIUM,1000000
257,YAR,Zenith Solutions Inc.,Consumer Discretionary,Automotive,Zenith Solutions operates hotel and resort properties worldwide,138.76,13.37,1.18,36.9,LOW,1000000
258,SCX,Scale Matrix Inc.,Consumer Discretionary,Hospitality & Travel,Scale Matrix provides online travel booking and accommodation services,76.59,15.98,1.16,15.1,HIGH,1000000
259,QKP,Delta Media Inc.,Consumer Discretionary,Media & Entertainment,Delta Media designs and retails consumer furniture and home goods,0.5,133.07,1.17,21.7,LOW,1000000
260,STIH,Echo Works Inc.,Consumer Discretionary,E-Commerce,Echo Works operates a subscription-based fitness equipment platform,0.5,2.3,1.4,51.3,HIGH,1000000
261,IDJU,Quantum Health Inc.,Consumer Discretionary,Retail,Quantum Health operates a global e-commerce marketplace and fulfilment network,188.04,78.61,0.68,34.3,HIGH,1000000
262,FWD,Wind Flow Inc.,Consumer Discretionary,Automotive,Wind Flow designs and manufactures electric passenger vehicles,115.31,35.31,1.55,25.2,MEDIUM,1000000
263,AKL,Zero Power Inc.,Consumer Discretionary,Hospitality & Travel,Zero Power operates a chain of luxury department stores,53.23,0.1,1.25,43.6,HIGH,1000000
264,DVJ,Ultra Works Inc.,Consumer Discretionary,Media & Entertainment,Ultra Works provides on-demand video streaming entertainment,24.86,129.66,1.01,13.4,HIGH,1000000
265,FQV,Ember Ventures Inc.,Consumer Discretionary,E-Commerce,Ember Ventures franchises and operates quick-service restaurant brands,206.49,119.74,1.56,7.1,HIGH,1000000
266,VKAR,Ideal IQ Inc.,Communication Services,Telecom Services,Ideal IQ operates a global social media and digital advertising platform,0.5,202.95,0.93,28.3,HIGH,1000000
267,QMW,Ridge Care Inc.,Communication Services,Media,Ridge Care provides nationwide 5G wireless and broadband services,0.5,95.77,1.07,27.1,LOW,1000000
268,QUU,Orbit Systems Inc.,Communication Services,Interactive Media & Services,Orbit Systems produces and distributes film and television content,154.06,0.1,0.85,10.9,LOW,1000000
269,KEIF,Micro Care Inc.,Communication Services,Wireless Services,Micro Care operates a music and podcast streaming platform,0.5,122.72,0.98,11.5,MEDIUM,1000000
270,CRG,Zenith Care Inc.,Communication Services,Telecom Services,Zenith Care provides satellite internet and direct-to-home TV services,0.5,0.1,0.94,5.0,MEDIUM,1000000
271,EPU,White IQ Inc.,Communication Services,Media,White IQ operates a digital search engine and advertising network,0.5,0.1,0.94,20.8,LOW,1000000
272,VVZ,Solid Health Inc.,Communication Services,Interactive Media & Services,Solid Health provides enterprise unified communications and video conferencing,481.95,77.52,0.93,24.5,HIGH,1000000
273,AXFD,Wind Energy Inc.,Communication Services,Wireless Services,Wind Energy operates a global social media and digital advertising platform,71.83,55.07,1.24,12.6,LOW,1000000
274,UWW,Echo Labs Inc.,Communication Services,Telecom Services,Echo Labs provides nationwide 5G wireless and broadband services,0.5,2.71,0.82,7.9,MEDIUM,1000000
275,TLQ,Rise Select Inc.,Communication Services,Media,Rise Select produces and distributes film and television content,0.5,0.1,0.77,36.3,LOW,1000000
276,FPEH,West Group Inc.,Communication Services,Interactive Media & Services,West Group operates a music and podcast streaming platform,793.64,0.1,1.13,33.6,MEDIUM,1000000
277,EIV,True Finance Inc.,Communication Services,Wireless Services,True Finance provides satellite internet and direct-to-home TV services,0.5,41.72,0.84,18.4,HIGH,1000000
278,ZEXC,Wide Services Inc.,Communication Services,Telecom Services,Wide Services operates a digital search engine and advertising network,0.5,60.67,0.63,6.0,MEDIUM,1000000
279,JUS,Crown Link Inc.,Communication Services,Media,Crown Link provides enterprise unified communications and video conferencing,255.64,111.54,0.71,25.9,LOW,1000000
280,OCMW,Vector Sphere Inc.,Communication Services,Interactive Media & Services,Vector Sphere operates a global social media and digital advertising platform,618.95,109.1,0.85,16.5,MEDIUM,1000000
281,GCIX,Horizon Solutions Inc.,Communication Services,Wireless Services,Horizon Solutions provides nationwide 5G wireless and broadband services,369.87,30.01,1.33,32.8,LOW,1000000
282,SLQP,Pro Edge Inc.,Communication Services,Telecom Services,Pro Edge produces and distributes film and television content,403.85,26.85,1.07,25.0,LOW,1000000
283,RHCK,South Therapeutics Inc.,Communication Services,Media,South Therapeutics operates a music and podcast streaming platform,228.44,40.82,0.83,22.2,LOW,1000000
284,FAEH,Edge One Inc.,Communication Services,Interactive Media & Services,Edge One provides satellite internet and direct-to-home TV services,0.5,95.68,1.0,14.9,LOW,1000000
285,QKJ,Orbit Labs Inc.,Communication Services,Wireless Services,Orbit Labs operates a digital search engine and advertising network,0.5,63.12,0.92,24.8,LOW,1000000
286,DSC,Vibe IQ Inc.,Communication Services,Telecom Services,Vibe IQ provides enterprise unified communications and video conferencing,108.74,0.1,0.97,12.3,HIGH,1000000
287,VKNW,Red Pro Inc.,Communication Services,Media,Red Pro operates a global social media and digital advertising platform,669.63,122.21,1.07,14.3,LOW,1000000
288,DTE,Hyper Equities Inc.,Communication Services,Interactive Media & Services,Hyper Equities provides nationwide 5G wireless and broadband services,0.5,150.47,0.94,17.2,LOW,1000000
289,VGX,Eagle Cloud Inc.,Communication Services,Wireless Services,Eagle Cloud produces and distributes film and television content,0.5,97.1,0.75,28.5,LOW,1000000
290,UQN,Pivot Crest Inc.,Communication Services,Telecom Services,Pivot Crest operates a music and podcast streaming platform,0.5,0.1,0.8,24.9,LOW,1000000
291,OCH,Smart Trust Inc.,Industrials,Aerospace & Defense,Smart Trust manufactures commercial aircraft and aviation components,0.5,31.33,0.91,28.8,MEDIUM,1000000
292,EKQ,Vital Signal Inc.,Industrials,Machinery,Vital Signal produces industrial robots and factory automation systems,91.57,0.1,0.85,26.6,HIGH,1000000
293,XXAV,Modern Health Inc.,Industrials,Transportation & Logistics,Modern Health operates express parcel delivery and freight logistics,15.95,1.28,0.99,31.1,LOW,1000000
294,HTU,Next Global Inc.,Industrials,Construction & Engineering,Next Global engineers and constructs large-scale infrastructure projects,79.85,26.36,1.0,11.2,LOW,1000000
295,TTWV,Safe Systems Inc.,Industrials,Business Services,"Safe Systems provides staffing, payroll, and workforce management services",0.5,11.42,1.17,27.8,LOW,1000000
296,EWF,Delta Flow Inc.,Industrials,Aerospace & Defense,Delta Flow manufactures gas turbines and power generation equipment,0.5,24.81,1.13,22.5,HIGH,1000000
297,NQDA,Optimal Optima Inc.,Industrials,Machinery,Optimal Optima operates a rail freight transportation network,79.79,0.1,0.92,19.2,HIGH,1000000
298,VGV,Ember Group Inc.,Industrials,Transportation & Logistics,Ember Group designs and builds HVAC and building systems,88.37,0.1,1.13,22.4,HIGH,1000000
299,QRG,Pioneer Partners Inc.,Industrials,Construction & Engineering,Pioneer Partners provides defence electronics and military communication systems,25.88,8.68,1.48,23.8,LOW,1000000
300,PAG,Mono Smart Inc.,Industrials,Business Services,Mono Smart manufactures precision measurement and testing instruments,0.5,23.19,1.4,19.6,HIGH,1000000
301,FHNQ,Sterling Corp Inc.,Industrials,Aerospace & Defense,Sterling Corp manufactures commercial aircraft and aviation components,137.21,2.01,2.02,23.4,MEDIUM,1000000
302,HCBZ,Union Holdings Inc.,Industrials,Machinery,Union Holdings produces industrial robots and factory automation systems,0.5,0.1,1.18,17.2,HIGH,1000000
303,NGB,Swift Logic Inc.,Industrials,Transportation & Logistics,Swift Logic operates express parcel delivery and freight logistics,9.28,0.1,0.85,11.8,LOW,1000000
304,XKTP,Steel Technologies Inc.,Industrials,Construction & Engineering,Steel Technologies engineers and constructs large-scale infrastructure projects,37.82,42.46,1.2,34.0,MEDIUM,1000000
305,NVVW,Insight Group Inc.,Industrials,Business Services,"Insight Group provides staffing, payroll, and workforce management services",19.07,57.38,1.16,24.4,MEDIUM,1000000
306,YXR,Laser IQ Inc.,Industrials,Aerospace & Defense,Laser IQ manufactures gas turbines and power generation equipment,0.5,37.01,1.13,38.0,HIGH,1000000
307,MDBQ,Sterling Works Inc.,Industrials,Machinery,Sterling Works operates a rail freight transportation network,35.35,23.87,0.84,15.8,MEDIUM,1000000
308,KWDZ,North Matrix Inc.,Industrials,Transportation & Logistics,North Matrix designs and builds HVAC and building systems,58.24,10.84,1.58,20.6,LOW,1000000
309,UMQ,Ideal Holdings Inc.,Industrials,Construction & Engineering,Ideal Holdings provides defence electronics and military communication systems,10.04,53.85,1.03,21.4,HIGH,1000000
310,MTC,True Media Inc.,Industrials,Business Services,True Media manufactures precision measurement and testing instruments,82.6,6.69,0.88,16.0,HIGH,1000000
311,SYX,Silver Enterprises Inc.,Industrials,Aerospace & Defense,Silver Enterprises manufactures commercial aircraft and aviation components,20.58,0.1,1.07,22.1,LOW,1000000
312,DJPE,Crest Health Inc.,Industrials,Machinery,Crest Health produces industrial robots and factory automation systems,0.5,8.13,1.31,19.2,HIGH,1000000
313,IXJ,Ion Edge Inc.,Industrials,Transportation & Logistics,Ion Edge operates express parcel delivery and freight logistics,0.5,22.27,1.58,16.3,MEDIUM,1000000
314,FAN,Global Labs Inc.,Industrials,Construction & Engineering,Global Labs engineers and constructs large-scale infrastructure projects,0.5,37.25,0.94,8.2,MEDIUM,1000000
315,PBC,Beacon Care Inc.,Industrials,Business Services,"Beacon Care provides staffing, payroll, and workforce management services",0.5,33.51,0.95,14.3,MEDIUM,1000000
316,FRA,Pivot Services Inc.,Industrials,Aerospace & Defense,Pivot Services manufactures gas turbines and power generation equipment,0.5,0.1,1.29,27.7,HIGH,1000000
317,NQH,First Optima Inc.,Industrials,Machinery,First Optima operates a rail freight transportation network,19.05,42.32,1.1,27.1,HIGH,1000000
318,HBMF,Ridge Hub Inc.,Industrials,Transportation & Logistics,Ridge Hub designs and builds HVAC and building systems,49.6,18.42,1.05,23.3,MEDIUM,1000000
319,DCNS,Evolve Ventures Inc.,Industrials,Construction & Engineering,Evolve Ventures provides defence electronics and military communication systems,75.14,10.51,1.04,27.8,MEDIUM,1000000
320,VWW,Open Tech Inc.,Industrials,Business Services,Open Tech manufactures precision measurement and testing instruments,112.42,44.48,0.93,14.4,LOW,1000000
321,WRE,Omni Ventures Inc.,Industrials,Aerospace & Defense,Omni Ventures manufactures commercial aircraft and aviation components,44.15,4.36,0.73,26.3,MEDIUM,1000000
322,CKL,Pacific Signal Inc.,Industrials,Machinery,Pacific Signal produces industrial robots and factory automation systems,0.5,0.1,1.32,10.4,HIGH,1000000
323,ZVC,Summit One Inc.,Industrials,Transportation & Logistics,Summit One operates express parcel delivery and freight logistics,49.55,34.19,1.17,10.6,HIGH,1000000
324,WWS,Golden One Inc.,Industrials,Construction & Engineering,Golden One engineers and constructs large-scale infrastructure projects,9.38,16.06,1.16,20.1,HIGH,1000000
325,AWNT,Wise Pro Inc.,Industrials,Business Services,"Wise Pro provides staffing, payroll, and workforce management services",75.74,0.1,1.15,41.7,MEDIUM,1000000
326,LSM,Vertex Shield Inc.,Industrials,Aerospace & Defense,Vertex Shield manufactures gas turbines and power generation equipment,83.49,0.1,0.96,18.5,MEDIUM,1000000
327,QEW,Rock Track Inc.,Industrials,Machinery,Rock Track operates a rail freight transportation network,1.9,32.24,1.26,33.5,HIGH,1000000
328,OJV,Edge Networks Inc.,Industrials,Transportation & Logistics,Edge Networks designs and builds HVAC and building systems,84.98,27.43,0.74,25.6,HIGH,1000000
329,TAKA,South Analytics Inc.,Industrials,Construction & Engineering,South Analytics provides defence electronics and military communication systems,108.2,3.83,1.25,9.4,LOW,1000000
330,RLI,Crown Technologies Inc.,Industrials,Business Services,Crown Technologies manufactures precision measurement and testing instruments,0.5,0.1,1.1,30.7,MEDIUM,1000000
331,SCTF,North IQ Inc.,Industrials,Aerospace & Defense,North IQ manufactures commercial aircraft and aviation components,5.99,41.32,1.36,5.0,MEDIUM,1000000
332,XMV,Zero Solutions Inc.,Industrials,Machinery,Zero Solutions produces industrial robots and factory automation systems,35.14,23.96,0.89,25.3,LOW,1000000
333,LUS,First Sphere Inc.,Industrials,Transportation & Logistics,First Sphere operates express parcel delivery and freight logistics,66.78,0.1,0.56,31.4,MEDIUM,1000000
334,LPNZ,Apex Path Inc.,Industrials,Construction & Engineering,Apex Path engineers and constructs large-scale infrastructure projects,0.5,25.59,1.02,11.9,LOW,1000000
335,REV,First Link Inc.,Industrials,Business Services,"First Link provides staffing, payroll, and workforce management services",0.5,58.45,0.86,12.9,HIGH,1000000
336,HZZ,Quantum Tech Inc.,Industrials,Aerospace & Defense,Quantum Tech manufactures gas turbines and power generation equipment,0.5,0.1,1.22,28.1,HIGH,1000000
337,SYQF,Trust Smart Inc.,Industrials,Machinery,Trust Smart operates a rail freight transportation network,0.5,0.1,0.99,29.1,MEDIUM,1000000
338,NSI,Forge Sphere Inc.,Industrials,Transportation & Logistics,Forge Sphere designs and builds HVAC and building systems,0.5,0.1,0.88,29.3,HIGH,1000000
339,WKAC,Orbit Dynamics Inc.,Industrials,Construction & Engineering,Orbit Dynamics provides defence electronics and military communication systems,13.79,55.62,1.13,22.9,LOW,1000000
340,DBUF,Solid Capital Inc.,Industrials,Business Services,Solid Capital manufactures precision measurement and testing instruments,0.5,0.1,0.88,28.8,MEDIUM,1000000
341,TOG,White Group Inc.,Industrials,Aerospace & Defense,White Group manufactures commercial aircraft and aviation components,0.5,29.58,1.02,19.7,MEDIUM,1000000
342,ZBTF,Pulse Therapeutics Inc.,Industrials,Machinery,Pulse Therapeutics produces industrial robots and factory automation systems,10.55,0.1,1.1,33.2,MEDIUM,1000000
343,UZH,Ideal Shield Inc.,Industrials,Transportation & Logistics,Ideal Shield operates express parcel delivery and freight logistics,22.17,0.1,1.62,31.2,HIGH,1000000
344,ODPG,Nord Networks Inc.,Industrials,Construction & Engineering,Nord Networks engineers and constructs large-scale infrastructure projects,55.12,30.15,1.01,17.5,HIGH,1000000
345,MOJU,New Path Inc.,Industrials,Business Services,"New Path provides staffing, payroll, and workforce management services",89.74,24.32,1.08,27.0,HIGH,1000000
346,CFFI,Open Group Inc.,Industrials,Aerospace & Defense,Open Group manufactures gas turbines and power generation equipment,0.5,0.1,1.13,35.1,MEDIUM,1000000
347,CIG,United Sciences Inc.,Industrials,Machinery,United Sciences operates a rail freight transportation network,146.05,24.91,1.21,19.1,HIGH,1000000
348,KOH,Scale Technologies Inc.,Industrials,Transportation & Logistics,Scale Technologies designs and builds HVAC and building systems,0.5,10.42,1.09,12.5,HIGH,1000000
349,ICC,Smart Point Inc.,Industrials,Construction & Engineering,Smart Point provides defence electronics and military communication systems,0.5,0.1,1.14,22.1,LOW,1000000
350,VFVW,Zenith Stream Inc.,Industrials,Business Services,Zenith Stream manufactures precision measurement and testing instruments,107.11,28.66,0.63,27.8,HIGH,1000000
351,ABEG,Echo Pro Inc.,Industrials,Aerospace & Defense,Echo Pro manufactures commercial aircraft and aviation components,0.5,27.02,1.29,6.2,HIGH,1000000
352,ARNQ,Trust Cast Inc.,Industrials,Machinery,Trust Cast produces industrial robots and factory automation systems,17.92,2.75,1.06,11.4,LOW,1000000
353,HRP,Mid Sphere Inc.,Industrials,Transportation & Logistics,Mid Sphere operates express parcel delivery and freight logistics,31.57,6.38,1.27,18.5,HIGH,1000000
354,DKU,Solid Group Inc.,Industrials,Construction & Engineering,Solid Group engineers and constructs large-scale infrastructure projects,0.5,0.1,1.19,20.9,MEDIUM,1000000
355,YAWD,Crest Analytics Inc.,Industrials,Business Services,"Crest Analytics provides staffing, payroll, and workforce management services",0.81,8.9,0.83,18.5,HIGH,1000000
356,FXWD,Insight Finance Inc.,Industrials,Aerospace & Defense,Insight Finance manufactures gas turbines and power generation equipment,92.25,36.59,0.91,17.9,MEDIUM,1000000
357,WYZ,Rapid Select Inc.,Industrials,Machinery,Rapid Select operates a rail freight transportation network,49.87,16.67,0.85,20.0,MEDIUM,1000000
